YEAR,STATE,Population,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 17 years,18 and 19 years,20 years,21 years,22 to 24 years,25 to 29 years,30 to 34 years,35 to 44 years,45 to 54 years,55 to 59 years,60 and 61 years,62 to 64 years,65 to 74 years,75 to 84 years,85 years and over,White,Black or African American,American Indian and Alaska Native,Asian and Pacific Islander and Other,Less than Bachelor's degree,Bachelor's degree,Graduate or professional degree
2010,Wyoming,563626,287437,276189,40203,37213,35955,22031,16111,8377,7974,23967,41276,36373,66966,83577,40946,14123,18444,39568,21920,8602,511279,4748,13336,21902,334405,63476,30113
2005,Alabama,8885116,2142901,2299657,292375,290406,318043,184884,110244,67393,60749,173830,296296,287395,640554,652826,274413,90438,130028,325232,189350,58102,3153627,1144330,23283,39382,2697761,425643,233446
2005,Alaska,1283448,325699,316025,49204,51616,53612,33066,20896,9851,8807,27063,35675,40603,98090,106556,38403,12365,13761,26402,12051,3703,443874,22103,91013,32120,345725,69096,39405
2005,Arizona,11659678,2902933,2926906,459772,431811,431613,250692,146477,71157,79674,255288,423711,411117,806615,747917,312262,108105,158231,407224,261324,66849,4440804,180769,275321,136426,3273961,634199,347791
2005,Arkansas,5402862,1314810,1386621,186365,182889,187047,116033,72339,40063,31008,108445,182812,169763,382465,378702,164419,54968,80472,206824,122066,34751,2135069,414260,18481,29354,1677526,238045,113526
2005,California,70557536,17497507,17781261,2679311,2572247,2792369,1611215,913418,485260,465640,1460267,2448842,2561661,5384615,4871349,1923729,600078,807663,1941943,1338685,420476,21491336,2163530,253774,4490059,18770063,4465248,2388315
2005,Colorado,9124488,2283293,2278951,338585,315704,331261,190613,108354,56272,61005,195677,347060,360130,701751,671217,266924,75393,99401,244896,152095,45906,3809054,165729,40063,121982,2291059,727112,367910
2005,Connecticut,6789502,1645607,1749144,210976,221830,248152,149932,73746,35315,38955,115280,186550,203572,545007,539938,217365,68169,97385,211281,172258,59040,2756081,309769,8324,110124,1723060,494127,346674
2005,Delaware,1637174,396855,421732,55398,52086,54434,33545,17429,12549,9867,32200,55212,52331,126178,120477,49700,16981,23409,58556,38626,9609,602213,163052,2056,22446,463369,97646,62109
2005,District of Columbia,1030236,242560,272558,37723,27746,30562,15508,5749,2487,4813,18598,58346,47260,78541,69704,31941,11157,12489,31909,23420,7165,166813,292445,1386,15808,223983,84679,94917
2005,Florida,34765022,8466292,8916219,1112350,1074145,1155287,705068,410197,205630,220700,648352,1018219,1066156,2497219,2440996,1052535,365967,528477,1489260,1071963,319990,13341532,2613628,59092,378908,10245957,2037125,1052579
2005,Georgia,17642284,4321977,4499165,695355,623533,648600,385187,221184,120880,122876,371358,639505,684077,1420736,1223341,494954,151803,206250,483552,255190,72761,5516920,2571396,20223,245233,4872053,1055128,541286
2005,Hawaii,2476316,611556,626602,89827,76576,82475,49693,28371,13924,16418,51957,75988,76605,175729,185760,83490,28446,34004,77293,69792,21810,308912,24239,3216,625606,699776,163706,76105
2005,Idaho,2791268,695097,700537,105906,97075,105241,64714,39434,22336,18764,65133,96125,90007,191169,200638,80519,26184,35669,86294,53579,16847,1281279,5931,15817,16171,811361,146311,65026
2005,Illinois,24880702,6090298,6350053,899205,871457,915596,545328,296607,170106,158817,503354,856856,888461,1861315,1792638,713283,225016,306159,749624,521242,165287,8986032,1803613,23175,511679,6714732,1603227,890806
2005,Indiana,12186744,2991900,3101472,430123,437051,456187,269655,139535,82381,83777,237940,418361,396502,887673,895075,363040,112671,156230,381799,267534,77838,5247604,522377,15161,74104,3614234,577892,308230
2005,Iowa,5725082,1409206,1453335,183179,176453,188295,119999,67711,36143,40781,122962,193192,171787,405503,440966,179383,55316,78704,199974,152521,49672,2675878,62827,6511,42030,1704995,346653,142967
2005,Kansas,5325232,1315990,1346626,187640,180904,187003,115900,67081,36377,35133,126753,186113,166928,376866,397830,155276,47468,65216,167681,123473,38974,2269482,147455,23647,54298,1479515,344883,166771
2005,Kentucky,8117266,1985312,2073321,271153,263233,275192,166533,95541,54365,56656,160155,273247,272426,606671,614249,256031,83850,113446,282308,166374,47203,3646690,292012,8343,38745,2531639,337615,213268
2005,Louisiana,8779494,2117460,2272287,318771,299334,324713,197810,121436,75245,63019,197560,301047,273532,625693,636398,252152,84248,119906,277936,175541,45406,2795263,1425685,24921,58739,2645848,401930,201341
2005,Maine,2567346,626454,657219,67169,70540,83471,55039,30040,12671,16873,48334,68965,72936,197425,218377,92313,28694,39511,94313,67001,20001,1239525,8788,7060,10921,767630,161812,78012
2005,Maryland,10922636,2630426,2830892,381773,361357,407369,247164,131548,64006,70265,214220,329187,352698,866277,833523,342909,105990,143582,322095,221379,65976,3356489,1564914,16711,261083,2764552,748075,551028
2005,Massachusetts,12365720,2998038,3184822,395070,382280,417759,255562,119791,70169,70311,228658,415242,428974,999788,936057,383601,120115,162695,383730,309402,103656,5156426,363095,13708,293163,3085646,971416,675127
2005,Michigan,19731166,4824431,5041152,651435,672945,735714,452569,243768,138687,133541,382597,620009,628779,1469463,1494280,595986,186471,264837,602291,456088,136123,7890608,1379010,57840,231131,5679767,1054958,618195
2005,Minnesota,9979696,2476815,2513033,337203,323132,346769,219615,124627,65814,67666,212848,337107,334032,774468,764182,289448,89456,126163,297095,209131,71092,4390040,205160,53573,180105,2701507,739202,322420
2005,Mississippi,5648312,1358126,1466030,210297,196634,210250,126765,74878,40364,43077,124807,192853,171623,405068,398835,163913,52897,74433,195095,110042,32325,1716444,1030075,12280,22111,1727327,233878,119005
2005,Missouri,11263820,2746587,2885323,378746,358668,389162,244568,138645,76420,79771,236326,370964,363234,821179,840796,342395,108867,161031,389406,252805,78927,4760327,627978,23091,81654,3316085,620430,324251
2005,Montana,1821302,452391,458260,53899,51679,59491,38661,22736,8951,12489,43199,57059,51738,124325,152894,61522,20621,30323,66666,41360,13038,824721,4135,55079,6156,535779,121203,49939
2005,Nebraska,3413952,844899,862077,122660,114263,117783,74226,41002,22468,22555,82183,119408,107494,236603,254461,96635,32231,45087,109830,82241,25846,1529471,68389,13250,25377,958449,224549,95046
2005,Nevada,4762562,1204079,1177202,172890,171220,177671,97024,56510,28232,27176,95635,172165,186193,362961,317139,135187,49789,63813,159852,85558,22266,1811535,170854,28163,149544,1429714,229291,103471
2005,New Hampshire,2544972,628494,643992,73491,78631,92105,58673,26880,15387,16639,42986,70545,74633,210875,214829,85128,25424,34939,80526,55187,15608,1214616,10456,4499,23176,682673,184511,102402
2005,New Jersey,17042854,4138329,4383098,581114,581460,621041,371068,204828,95849,94033,305275,476037,554593,1373899,1285643,506266,161313,240998,529647,411262,127101,5954926,1130967,20745,624214,4330773,1318557,717414
2005,New Mexico,3774400,921347,965853,131551,126438,140633,87739,57434,27603,25871,80993,119540,113243,260587,277828,122886,39145,48024,129604,75175,22906,1311829,35604,181064,24165,1088876,179935,132028
2005,New York,37310550,8993239,9662036,1247283,1189148,1294810,788530,417410,233879,227784,709930,1244202,1269963,2900055,2746582,1151709,359586,503531,1198589,879965,292319,12508643,2858062,67460,1252690,9982402,2456309,1696793
2005,North Carolina,16822082,4112482,4298559,600652,579288,595077,357000,187675,97269,105951,319240,590679,610423,1300892,1190719,504984,166859,218458,550826,341104,93945,6005471,1765698,106931,150139,4813527,1014053,451444
2005,North Dakota,1219290,303655,305990,36585,35788,37802,25088,13992,9343,9193,27839,45938,34400,83413,97914,38622,10936,16137,41552,32966,12137,557952,4981,29985,5945,363258,83025,28099
2005,Ohio,22311212,5423416,5732190,735204,744477,785303,488624,261133,148194,143822,443588,707087,712149,1636263,1707801,691087,205772,314118,726116,542362,162506,9408020,1283908,22682,164769,6586614,1177977,637407
2005,Oklahoma,6866992,1680757,1752739,245018,229246,228274,145875,90822,50544,47412,151550,238860,220036,473450,499011,210570,67458,93607,252052,149559,40152,2589660,243094,253783,57868,2060427,362106,162550
2005,Oregon,7120218,1760453,1799656,226064,233712,239426,147259,83287,48615,48480,148448,245238,250597,505058,539799,233565,68498,94655,227961,158586,60861,3089729,58309,47805,131628,2027722,446105,239821
2005,Pennsylvania,23958294,5799557,6179590,725577,724615,830979,518603,256730,147433,155236,439517,718042,709357,1758806,1873753,780113,244543,341377,828900,718791,206775,10132144,1208536,15307,268285,6958934,1414169,806270
2005,Rhode Island,2065324,497891,534771,64050,62697,73919,43665,17319,11415,14677,39494,73898,62983,160021,156874,65357,20339,25993,62459,60290,17212,856314,51843,5389,27595,569337,137193,81801
2005,South Carolina,8227922,1986328,2127633,278461,271351,292643,179749,92188,51845,54285,170134,273637,272826,606285,597108,255927,87634,124300,291202,170279,44107,2774429,1174488,13859,46045,2432552,441532,217673
2005,South Dakota,1492066,368834,377199,53813,49575,51095,31762,19460,10854,12101,31640,50598,42919,101753,112570,44240,14385,18178,50779,37343,12968,656165,6166,62916,4930,434189,91270,34329
2005,Tennessee,11621180,2837860,2972730,388136,367108,390062,237500,141567,74551,77867,226133,390821,409527,881740,865581,363165,120269,167910,409999,233902,64752,4625715,954287,15770,75024,3535553,589855,302376
2005,Texas,44540330,10997086,11273079,1866420,1707175,1715028,1011668,588395,310592,328414,970618,1615719,1645221,3297281,3031750,1164786,377612,491637,1217539,727411,202899,16021256,2442350,113898,738752,12360422,2474403,1135049
2005,Utah,4854700,1215268,1212082,236042,203281,188057,111557,71411,42148,39539,147490,240103,179807,298465,279130,105114,33346,46312,113316,69518,22714,2178777,18325,29875,61955,1284401,281984,122028
2005,Vermont,1204580,295893,306397,32245,32608,40687,27029,12788,7693,9384,20610,36235,33489,92152,103732,43820,13716,19287,40641,28629,7545,581874,2932,1168,6724,328476,89503,51742
2005,Virginia,14665216,3574553,3758055,506004,485208,507612,313764,170831,96099,93471,293354,472539,489288,1151879,1115434,469468,145755,198854,456875,284529,81644,5259281,1397192,24261,346431,3828381,1035136,656503
2005,Washington,12292676,3052792,3093546,395158,391946,428257,262146,157908,85471,85231,265602,413574,426238,946032,941950,383409,115798,163844,361100,245118,77556,4988017,202286,88363,433430,3396036,842453,430342
2005,West Virginia,3543500,866032,905718,98936,98841,114064,68650,38458,23581,20669,69317,111511,105160,248115,283711,128316,37623,58413,142577,93849,29959,1682489,54270,2269,9088,1171021,135581,84657
2005,Wisconsin,10751502,2653937,2721814,339983,342489,369510,238746,130699,75273,75379,224615,350143,328428,814495,840696,326813,98875,145143,344995,251225,78244,4734357,307950,45516,108362,3142054,650397,292572
2005,Wyoming,990452,247262,247964,31029,28392,32677,20779,12344,8064,6740,22906,31917,29201,66131,85821,33294,11141,15569,32193,20851,6177,457681,3317,9437,3171,301936,54753,25660
2007,Alabama,9255702,2238295,2389556,309003,307992,308171,199484,135152,72760,62270,187126,310483,278768,636403,668705,287826,108575,130386,336042,215232,73473,3254107,1212118,20690,46079,2820739,437057,245405
2007,Alaska,1366956,357280,326198,50672,47087,48140,35220,21741,12198,12459,34143,51006,43728,97391,109955,43543,13571,15543,29463,12809,4809,465234,25821,92058,37914,388228,72197,41934
2007,Arizona,12677510,3173292,3165463,498967,453503,448528,269557,164987,92091,91125,244172,479563,436496,864660,820377,349474,132037,174042,421231,296380,101565,4841990,224991,281096,159115,3596878,691337,379985
2007,Arkansas,5669594,1387235,1447562,196950,195435,190616,118491,84223,40381,38682,108209,191767,174244,381359,395682,170689,64854,85279,209866,135907,52163,2226758,442279,17425,36207,1756448,255383,121474
2007,California,73106430,18281748,18271467,2661890,2443817,2616346,1661568,1109478,580234,553093,1595027,2651994,2553546,5449923,5114104,2009760,711182,840304,2048331,1408128,544490,22026736,2263363,266051,4637752,19975712,4716812,2477070
2007,Colorado,9723030,2451108,2410407,349320,330159,314319,198341,129467,70747,73779,191679,376832,345513,726940,740009,297096,100133,123788,266163,164600,62630,4061059,189217,46172,135403,2505320,762779,401277
2007,Connecticut,7004618,1706150,1796159,211984,220640,235555,150871,100672,55417,49403,118199,199354,203303,527378,556192,221902,78983,100996,228688,162570,80202,2786401,328401,8211,119111,1826546,490605,366108
2007,Delaware,1729528,418659,446105,59162,52480,58254,35736,26846,12592,12783,32976,54887,51093,125249,126353,52131,19901,27240,61737,39659,15685,625354,175682,2223,25904,502111,96556,60465
2007,District of Columbia,1176584,277076,311216,36312,29472,28273,19517,19970,8434,8881,36415,59047,48955,85760,76006,35411,12428,13147,36283,23576,10405,210332,321646,1172,18066,264041,105063,105614
2007,Florida,36502486,8964955,9286288,1146002,1069596,1109123,717948,474754,239485,240420,665832,1161380,1085800,2559703,2579771,1107532,431861,565461,1484665,1180060,431850,13921401,2800374,53978,419166,10843771,2236016,1128787
2007,Georgia,19089500,4698253,4846497,726401,691614,688321,420527,295254,135432,130183,382158,678063,657027,1473323,1349601,542027,194993,239365,527259,303500,109702,5918880,2855189,22350,270012,5303610,1133606,580671
2007,Hawaii,2566776,645483,637905,87727,73564,75097,49377,33649,15771,20274,54205,90836,85100,180061,183891,81806,28437,39101,87772,69677,27043,341779,27836,3359,607051,732185,178078,87360
2007,Idaho,2998804,752500,746902,116863,109748,112866,68340,43230,19077,20414,62733,111926,97610,195096,206047,88237,31338,40976,92007,58778,24116,1386347,9011,19347,18959,851810,167391,72384
2007,Illinois,25705096,6332498,6520050,890779,862058,891117,554202,383846,196175,190238,529146,893790,868066,1844492,1866298,751415,256703,326140,786835,534879,226369,9057076,1884069,21705,557909,7047245,1675829,931318
2007,Indiana,12690578,3125322,3219967,441614,438653,429097,276946,191635,97196,92698,233931,436479,401212,891580,931801,388815,134352,166124,407768,278499,106889,5436898,551215,13410,84169,3795069,632472,331438
2007,Iowa,5976094,1474159,1513888,197141,192627,194929,126987,88990,45591,43821,123485,194608,172187,390137,444972,191651,60634,81687,207986,159416,71198,2766081,70018,9111,49244,1769645,355654,151064
2007,Kansas,5551994,1373442,1402555,195359,189758,190158,121671,85332,40953,43123,119557,190274,165582,373782,406178,166307,57211,71877,175235,126625,57015,2374824,159268,23615,60984,1539902,362198,176951
2007,Kentucky,8482948,2075382,2166092,278156,277220,272050,178003,123077,58454,60724,153764,304435,269899,608051,622748,270050,98731,120098,296843,182375,66796,3781361,322149,6974,41562,2642051,364370,229624
2007,Louisiana,8586408,2088309,2204895,296454,290822,300349,190907,136567,67276,71528,196479,306852,249697,581371,619283,256011,92640,114787,276067,180364,65750,2756277,1357893,21683,61628,2627981,404305,182386
2007,Maine,2634414,642050,675157,69780,73840,80564,55482,36767,18091,15839,44612,73950,72368,188283,219100,96463,34943,42174,99466,70000,25485,1254460,14652,7557,13014,781293,170356,85892
2007,Maryland,11236688,2715986,2902358,374641,365055,371168,247712,166251,82800,73176,224054,361745,350214,848885,867523,346232,124589,153006,350376,228323,82594,3402960,1626017,13038,278022,2883543,789655,586570
2007,Massachusetts,12899510,3127452,3322303,377719,375738,414850,263800,198744,95722,98038,255725,409637,403575,978768,989414,406215,141886,180057,415087,304806,139974,5330421,384615,11347,312620,3259693,1050289,707666
2007,Michigan,20143644,4958632,5113190,636089,653753,700432,459936,294929,156026,146085,377443,647503,603466,1433178,1539359,639665,223813,281111,654376,450684,173974,8001673,1416635,52228,242582,5901219,1085077,635316
2007,Minnesota,10395242,2589986,2607635,353305,328914,351657,225580,149892,73911,69080,215918,354455,324513,744671,806281,321808,108216,133656,316627,219926,99211,4570486,225798,51764,182096,2824227,769403,344535
2007,Mississippi,5837570,1413634,1505151,213145,210884,207791,134623,102326,46800,44911,119427,192574,174103,390876,404861,174674,59826,80223,194033,125622,42086,1745130,1095051,10984,21984,1788359,244684,119299
2007,Missouri,11756830,2865354,3013061,393719,374286,401564,257733,168979,85156,85324,229116,404731,351658,806216,875246,352830,133589,172067,402179,275084,108938,4930507,664022,22514,89290,3450762,652366,347985
2007,Montana,1915722,478877,478984,59247,58035,61878,40891,29787,16995,14815,35194,65677,51054,119053,152421,71318,21250,28779,67245,45026,19196,858205,5961,59136,5814,559103,123472,55235
2007,Nebraska,3549142,879144,895427,128691,121683,118675,78429,54884,24491,27132,81357,119727,105896,231259,259495,105573,34520,47128,113788,85369,36474,1582113,70333,11848,28676,993470,232687,100936
2007,Nevada,5130764,1301954,1263428,193750,179302,182781,108517,59341,32472,30106,93015,194954,181312,381289,357516,151418,59814,75027,163814,94100,26854,1897158,190238,32137,169294,1522647,251894,126491
2007,New Hampshire,2631656,647176,668652,75022,79173,86160,58243,38800,21762,18350,42337,75859,73863,201630,219765,88917,32461,37818,85619,56969,23080,1247023,12546,2727,27059,714695,198899,103636
2007,New Jersey,17371840,4251992,4433928,555549,554153,584154,368912,230243,117130,115679,309174,507151,552312,1354874,1341348,523816,196503,240231,573357,403466,157868,6037580,1185829,18022,650161,4543551,1331135,748466
2007,New Mexico,3939830,977250,992665,141048,134493,133570,87654,60959,34308,26949,83126,139139,119485,258641,282804,122263,40614,52292,134583,84439,33548,1360378,44646,177515,27890,1149673,193929,129548
2007,New York,38595458,9363428,9934301,1200151,1150395,1247242,818526,590003,313924,289736,787644,1256759,1239803,2852123,2862019,1191230,429337,525050,1282045,903155,358587,12742889,3010970,63864,1337142,10532126,2582955,1766334
2007,North Carolina,18122064,4425403,4635629,631825,611738,596758,372563,269855,134446,130263,353677,584308,603350,1358379,1291784,545374,211040,262636,596206,372271,134559,6340312,1928080,101359,167675,5243180,1088153,516815
2007,North Dakota,1279430,322878,316837,40510,36789,40080,25702,23452,12286,13199,34366,44311,33325,77175,95347,40712,13339,16749,42126,35038,15209,580333,5301,32941,7452,383420,86511,26703
2007,Ohio,22933834,5589500,5877417,739790,739023,777562,498553,327408,173248,158212,425506,757763,686590,1591856,1750282,728444,253623,312518,786075,553534,206930,9629758,1344674,20414,181651,6780179,1252196,679614
2007,Oklahoma,7234632,1792726,1824590,259930,249330,239761,152234,106457,49435,61935,157730,258974,221467,474344,508109,214162,79459,105171,253160,168385,57273,2710090,270332,245716,60579,2158521,378216,179324
2007,Oregon,7494910,1857248,1890207,236362,239002,233152,156238,94271,49692,49861,141425,274692,248123,516219,560720,259921,89889,110219,250614,168716,68339,3216232,62852,71334,141586,2134263,483939,264499
2007,Pennsylvania,24865584,6052038,6380754,729614,742145,789693,525304,389588,184693,174872,460118,728842,710314,1737517,1919348,802448,287743,363177,897051,714015,276310,10408647,1289389,16889,296950,7341111,1462769,842156
2007,Rhode Island,2115664,511071,546761,61674,66198,63915,43034,36171,21076,15974,39638,67362,62723,153886,159763,65934,24145,30079,68456,55482,22322,875512,59107,3006,29693,598660,139688,84663
2007,South Carolina,8815418,2139763,2267946,293867,276478,297232,190079,141437,68884,63488,166465,289950,269735,631562,623547,282246,106554,133803,312146,196366,63870,2968269,1253575,13342,56676,2634113,476270,239670
2007,South Dakota,1592430,397797,398418,55967,51355,54676,34205,25639,13995,15354,32122,50490,44372,98897,117298,50912,16440,20689,53708,41659,18437,695699,8679,64812,6996,465745,98109,36158
2007,Tennessee,12313438,3006762,3149957,406138,401520,404574,258862,167357,86793,79920,228862,433260,396101,888138,901382,387110,139830,186309,431512,265042,94009,4868752,1029129,12294,83090,3747441,620970,317214
2007,Texas,47808760,11915131,11989249,1979456,1799626,1782367,1067998,710714,367953,360621,999325,1794660,1686681,3463713,3236975,1265610,444784,554095,1280693,814428,294681,16804155,2757554,111209,823897,13374818,2668038,1232077
2007,Utah,5290660,1334664,1310666,252697,229584,210440,125667,88086,49994,47911,145192,245176,181588,318892,304537,119078,41232,53212,123374,78655,30015,2381687,25465,31091,73348,1378853,311046,137043
2007,Vermont,1242508,304942,316312,32405,34644,37647,26996,20372,10008,9160,22683,36352,33915,86680,104010,47858,14386,20053,43242,30312,10531,597245,3873,1793,7029,339120,94918,55524
2007,Virginia,15424182,3788043,3924048,510326,491279,501441,320189,237775,120968,112014,313418,513895,500069,1180938,1143008,471719,176331,212890,490192,297989,117650,5429003,1509278,22825,378489,4090244,1090374,708238
2007,Washington,12936848,3226432,3241992,421960,408825,428561,277463,174848,92148,86179,250504,473110,422118,942439,987340,408255,147372,190619,395092,254433,107158,5219137,217876,89058,456970,3574314,887391,469910
2007,West Virginia,3624070,888822,923213,104113,100683,111727,70936,55129,22630,25506,59856,116998,105971,248147,274382,133703,46399,55198,145341,97140,38176,1710622,62397,2694,10126,1194857,145993,83726
2007,Wisconsin,11203280,2785178,2816462,356044,354676,366472,242828,162028,85918,80585,225829,367911,335080,794055,869379,352464,120419,151039,361772,264508,110633,4891076,335859,46159,110884,3285774,676396,319450
2007,Wyoming,1045660,266763,256067,35431,34099,33624,22252,13973,8146,8648,24401,38223,30369,65175,82898,34543,12524,15659,33667,21969,7229,479076,3297,13100,2992,313068,57743,26613
2009,Alabama,9417416,2280784,2427924,313871,310023,311959,190322,141157,70493,70075,184826,326721,295316,617389,673931,292583,114375,146621,354322,217881,76843,3295027,1229268,24076,53581,2864751,476360,241422
2009,Alaska,1396946,360688,337785,54781,45294,51874,31563,25386,13543,10706,34148,56536,45253,91190,107088,49310,14502,15356,32134,15354,4455,477384,27067,91953,38987,396558,79445,38958
2009,Arizona,13191556,3307075,3288703,516587,470863,472409,272005,175907,94503,91076,254197,494086,461324,872989,852944,358997,149512,191300,454454,304640,107985,5275163,254011,294145,179221,3737276,731145,395493
2009,Arkansas,5778900,1413505,1475945,202311,196231,192980,116205,81823,44372,41046,110568,197996,183997,372188,399767,182444,64382,90558,221930,136352,54300,2265537,447786,18241,34531,1806990,257380,117353
2009,California,73923328,18517377,18444287,2749180,2482406,2595968,1607548,1095746,575298,544117,1529292,2786908,2587724,5224573,5204985,2095942,761798,976948,2179392,1367838,596001,23157650,2247948,295755,4756291,20124857,4828160,2573545
2009,Colorado,10049496,2529083,2495665,364714,346639,321651,195085,135960,79748,73476,214107,379650,349888,713888,744900,312485,112547,146069,297505,166334,70102,4251059,194951,49142,135953,2560577,812707,423375
2009,Connecticut,7036576,1716182,1802106,209369,214912,236405,146667,109448,53707,49213,128539,211248,201284,488263,562514,223766,84681,111235,248187,161370,77480,2782023,337293,9801,125006,1822995,515250,372690
2009,Delaware,1770244,428865,456257,59461,56879,55711,34713,26455,12016,11893,32861,59498,56976,118246,128797,54989,21530,29275,67653,39139,19030,636530,183790,2736,27132,498943,111162,68253
2009,District of Columbia,1199314,281649,318008,38152,27763,28933,18862,25523,11437,8208,27383,60606,52081,85398,78634,35282,13945,17428,37936,21986,10100,232247,319119,1835,17807,272700,95864,117383
2009,Florida,37075938,9111329,9426640,1163157,1058221,1142786,693255,482826,263254,256359,677167,1222653,1118840,2437685,2643396,1116097,449740,613568,1565457,1157963,475545,14258610,2898631,57715,451593,11121566,2194301,1164683
2009,Georgia,19658422,4826927,5002284,744399,716063,699416,422779,320496,151377,135308,409047,701573,661323,1445928,1380636,559954,203695,266299,581141,310814,118963,6079509,2946121,22599,297985,5455799,1165003,625752
2009,Hawaii,2590356,654657,640521,88446,74280,79791,47839,31305,16578,15709,58347,101718,87832,172771,177115,80343,35589,38877,90779,68174,29685,348380,29307,3477,594222,733134,183469,88219
2009,Idaho,3091602,776454,769347,123376,113334,113643,68554,51559,18202,22641,70762,109563,96837,192141,205434,93056,35538,45911,102092,57938,25220,1427540,10240,22742,18508,888311,165813,72770
2009,Illinois,25820818,6359111,6551298,892589,854199,888451,538828,391702,191144,184794,531029,923768,854937,1760678,1883437,777771,287465,353683,838752,521900,235282,9359857,1878098,24655,567363,7005624,1733977,996741
2009,Indiana,12846226,3159805,3263308,443811,432137,440905,269304,188789,101334,92517,261106,438167,404426,853360,936108,403486,147506,182566,437179,276138,114274,5502046,566692,13690,91756,3839859,656533,340564
2009,Iowa,6015714,1483357,1524500,198655,190152,196864,122448,93327,53130,44450,127934,197857,176351,367780,440059,198211,69197,86985,217023,153634,73800,2774940,76411,11080,46198,1770821,380862,148055
2009,Kansas,5637494,1397869,1420878,204650,189628,193189,114741,84871,43401,46253,132960,200157,168704,354059,402136,173276,64435,78875,182897,119304,65211,2433099,157223,23353,63316,1553666,376647,186226
2009,Kentucky,8628226,2111522,2202591,290407,274103,279946,172755,123932,66281,59871,169485,296765,274996,584865,636992,275201,107805,130375,314276,183360,72698,3829537,323189,10269,43395,2662405,387393,247104
2009,Louisiana,8984152,2181738,2310338,318567,312560,302825,188443,134830,75419,69756,192744,340227,280490,573484,640583,275527,103757,129003,302580,182678,68603,2859980,1435911,22236,68670,2713158,453089,203434
2009,Maine,2636602,642823,675478,71361,69425,77979,52794,39124,18962,18741,44942,76021,71347,172713,217305,97723,36837,48206,108002,66527,30292,1251450,17563,6865,12408,787446,169798,89498
2009,Maryland,11398956,2765653,2933825,379559,352266,380986,237611,170810,74488,76631,229388,390620,360442,804593,886428,359480,138734,166106,380908,218931,91497,3432154,1652857,16146,292583,2919150,817404,612502
2009,Massachusetts,13187174,3203980,3389607,384902,398892,393113,255973,209093,104030,98332,258807,435773,413883,933280,1030811,421902,160115,201178,451499,299282,142722,5434502,416571,9887,331183,3347505,1070554,742648
2009,Michigan,19939454,4903174,5066553,615494,626136,676515,429427,313130,155159,147245,381746,619406,580305,1339531,1536788,672262,236794,302195,714662,435832,187100,7966936,1388500,49871,244560,5913376,1080819,627960
2009,Minnesota,10532430,2615345,2650870,362040,338329,343479,214085,154215,74216,71543,222155,373240,327658,696967,813429,338651,119185,147733,344511,222508,102271,4601572,233086,55102,199046,2854493,792575,361214
2009,Mississippi,5903992,1434962,1517034,220311,212167,206368,126016,103877,49813,48409,119173,204957,181101,374090,404605,175717,66105,83880,203567,123658,48182,1758282,1096054,13537,23388,1804704,249419,133011
2009,Missouri,11975160,2928463,3059117,404096,380878,396627,248948,173113,86795,86485,249076,415314,367542,769950,888264,375645,144883,177788,431963,273369,116844,5021359,669157,18777,90643,3502809,674066,380156
2009,Montana,1949978,485597,489392,60924,60413,60816,39403,32646,15724,15081,41154,64682,53203,113384,147451,68299,28502,32086,74478,47515,19228,871719,2944,65711,5529,569861,129227,54345
2009,Nebraska,3593244,890892,905730,134121,125432,114382,73367,54694,27660,29163,84573,128288,110959,219132,253797,109362,41061,49326,118660,84616,38029,1583709,76793,16774,30868,1015938,231476,101906
2009,Nevada,5286170,1346479,1296606,202314,187174,184560,110990,65378,33229,32035,99166,199782,188899,377996,361065,154984,60726,78051,177668,96930,32138,2013125,202700,31039,188727,1566177,260502,131368
2009,New Hampshire,2649150,653759,670816,74689,75581,83999,55114,42103,20185,18090,52067,76192,70847,185936,222134,93594,35890,39716,94679,57396,26363,1251946,16641,3222,25171,731177,200920,103095
2009,New Jersey,17415480,4267434,4440306,555018,560665,574814,355644,225009,114664,106235,310389,555702,553034,1256577,1365406,544638,205005,256334,606361,393722,168523,6154878,1188841,22927,678689,4526779,1363055,771765
2009,New Mexico,4019342,989014,1020657,149790,143302,134799,86683,62929,27702,26380,87166,145499,128507,244965,274687,121050,50622,60832,143592,89416,31750,1456668,43413,188420,29570,1157720,202066,135311
2009,New York,39082906,9497213,10044240,1218504,1174498,1237490,791964,585348,302838,273050,760369,1361528,1284639,2704895,2950217,1222510,464793,592094,1360224,872078,384414,13162838,3068887,64231,1380109,10585149,2667601,1866247
2009,North Carolina,18761768,4580153,4800731,654065,634274,614477,370792,287771,147615,133501,388142,621747,611316,1324219,1327325,557306,226400,293008,656428,391976,140522,6609224,1972003,100271,187351,5394147,1166911,546218
2009,North Dakota,1293688,323783,323061,42549,35606,38735,24839,23919,11022,12297,38442,48781,35171,73931,92445,38670,15860,19263,45012,32911,17391,583263,6962,37056,5260,387541,89263,28311
2009,Ohio,23085290,5632221,5910424,737279,736598,757772,482530,338826,164107,154647,432538,759639,712259,1527899,1750988,748047,289811,348639,831342,542709,227015,9694632,1363461,19992,182028,6867967,1270166,690333
2009,Oklahoma,7374100,1818767,1868283,271982,250461,247280,151436,110604,55989,55605,166910,269816,232382,452125,510349,224219,82130,110433,266366,165572,63391,2778234,268412,223324,62800,2200347,388486,177058
